title,release_date,price,link,average_review,num_positive_reviews,num_reviews,tags,genres,minrequirements
Project Kat - Paper Lily Prologue,"Oct 15, 2021",0,https://store.steampowered.com/app/1698960/Project_Kat__Paper_Lily_Prologue/?snr=1_7_7_230_150_1,Overwhelmingly Positive,99,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 (64-bit) or above', 'Processor: Intel Core i3 4th generation or above', 'Memory: 4 GB RAM', 'Graphics: OpenGL ES 3.0 Compatible', 'Storage: 150 MB available space', 'Sound Card: WASAPI Compatible']"
Helltaker,"May 11, 2020",0,https://store.steampowered.com/app/1289310/Helltaker/?snr=1_7_7_230_150_1,Overwhelmingly Positive,96,,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Adventure', 'Free to Play']",[]
Grimm's Hollow,"Oct 30, 2019",0,https://store.steampowered.com/app/1170880/Grimms_Hollow/?snr=1_7_7_230_150_1,Overwhelmingly Positive,100,,"['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play', 'Indie']",[]
Our Life: Beginnings & Always,"Nov 16, 2020",0,https://store.steampowered.com/app/1129190/Our_Life_Beginnings__Always/?snr=1_7_7_230_150_1,Overwhelmingly Positive,99,,"['Single-player', 'Steam Achievements']","['Casual', 'Free to Play', 'Indie']",[]
The Supper,"Jan 28, 2020",0,https://store.steampowered.com/app/1171370/The_Supper/?snr=1_7_7_230_150_1,Very Positive,100,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play']",[]
100 hidden frogs,"Nov 15, 2021",0,https://store.steampowered.com/app/1806840/100_hidden_frogs/?snr=1_7_7_230_150_1,Overwhelmingly Positive,99,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']",[]
Purrgatory,"Aug 22, 2021",0,https://store.steampowered.com/app/1713610/Purrgatory/?snr=1_7_7_230_150_1,Overwhelmingly Positive,97,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows 7', 'Processor: 2 GHz', 'Memory: 2 GB RAM', 'Storage: 200 MB available space']"
枝江畔之梦,"Jan 27, 2022",0,https://store.steampowered.com/app/1827680/_/?snr=1_7_7_230_150_1,Very Positive,98,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Casual'],[]
永冻之壳 The Shell of Permafrost,"Dec 9, 2018",0,https://store.steampowered.com/app/976940/_The_Shell_of_Permafrost/?snr=1_7_7_230_150_1,Overwhelmingly Positive,98,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Indie']","['OS: Windows 98/Me/XP/Vista/7/8/8.1/10', 'Processor: Intel Celeron', 'Memory: 512 MB RAM', 'Graphics: Intel HD 630', 'DirectX: Version 9.0c', 'Storage: 150 MB available space', 'Sound Card: Realtek']"
I MAED A GAM3 W1TH Z0MB1ES 1N IT!!!1,"Nov 11, 2021",0,https://store.steampowered.com/app/1800730/I_MAED_A_GAM3_W1TH_Z0MB1ES_1N_IT1/?snr=1_7_7_230_150_1,Very Positive,95,,"['Single-player', 'Shared/Split Screen Co-op', 'Full controller support', 'Remote Play Together']","['Action', 'Casual', 'Free to Play', 'Indie']","['OS: Windows Vista SP2', 'Processor: Intel Core 2 Duo 2.8 GHz or equivalent', 'Memory: 256 MB RAM', 'Graphics: Direct3D 11 support (feature level 10_0)', 'DirectX: Version 11', 'Storage: 100 MB available space', 'Additional Notes: SDL_GameController devices fully supported']"
Jerma's Big Adventure,"Aug 27, 2021",0,https://store.steampowered.com/app/1722570/Jermas_Big_Adventure/?snr=1_7_7_230_150_1,Very Positive,100,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Free to Play']",[]
tModLoader,"May 16, 2020",0,https://store.steampowered.com/app/1281930/tModLoader/?snr=1_7_7_230_150_1,Overwhelmingly Positive,96,,"['Single-player', 'Online PvP', 'Online Co-op', 'Full controller support', 'Steam Cloud', 'Remote Play on TV']","['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']","['OS: Windows Vista, 7, 8/8.1, 10', 'Processor: 2.0 Ghz', 'Memory: 2 GB RAM', 'Graphics: 128mb Video Memory, capable of Shader Model 2.0+', 'DirectX: Version 9.0c', 'Storage: 200 MB available space']"
The Expendabros,"Aug 5, 2014",0,https://store.steampowered.com/app/312990/The_Expendabros/?snr=1_7_7_230_150_1,Very Positive,94,,"['Single-player', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","['Action', 'Adventure', 'Free to Play', 'Indie']","['OS: Windows Vista or Later', 'Processor: Intel Core™ Duo or faster', 'Memory: 2 GB RAM', 'Graphics: OpenGL 3.0 compliant video card', 'Storage: 150 MB available space', 'Additional Notes: Gamepad highly recommended.']"
Iron Snout,"Jan 27, 2016",0,https://store.steampowered.com/app/424280/Iron_Snout/?snr=1_7_7_230_150_1,Very Positive,95,,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']","['Action', 'Free to Play', 'Indie']",[]
Eternal Senia,"Jun 18, 2015",0,https://store.steampowered.com/app/351640/Eternal_Senia/?snr=1_7_7_230_150_1,Very Positive,100,,['Single-player'],"['Action', 'Free to Play', 'Indie']","['OS: Microsoft® Windows® XP / Vista / 7 (32-bit/64-bit)', 'Processor: Intel® Pentium® 4 2.0 GHz equivalent or faster processor', 'Memory: 512 MB RAM', 'Graphics: 1G VRAM', 'Storage: 400 MB available space']"
Cube Escape: Paradox,"Sep 20, 2018",0,https://store.steampowered.com/app/909080/Cube_Escape_Paradox/?snr=1_7_7_230_150_1,Very Positive,96,,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Free to Play', 'Indie']",[]
Samsara Room,"Apr 29, 2020",0,https://store.steampowered.com/app/1281800/Samsara_Room/?snr=1_7_7_230_150_1,Very Positive,97,,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Free to Play', 'Indie']",[]
Virtual Cottage,"Oct 7, 2020",0,https://store.steampowered.com/app/1369320/Virtual_Cottage/?snr=1_7_7_230_150_1,Overwhelmingly Positive,97,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 (or Higher)', 'Processor: Dual-core from Intel or AMD at 2.0 GHz', 'Memory: 2 MB RAM', 'Graphics: Videocard with at least 512MB', 'Storage: 50 MB available space', 'Sound Card: Any']"
Star Fetchers,"Jan 17, 2020",0,https://store.steampowered.com/app/1178030/Star_Fetchers/?snr=1_7_7_230_150_1,Very Positive,97,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Free to Play']",[]
Gravitas,"Aug 23, 2019",0,https://store.steampowered.com/app/1067310/Gravitas/?snr=1_7_7_230_150_1,Very Positive,98,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows 7/8/10 64-bit', 'Processor: 64-bit Quad-core Intel or AMD, 2.0 GHz or faster', 'Memory: 4 GB RAM', 'Graphics: OpenGL 3.0+ / DirectX, 1GB Video RAM', 'DirectX: Version 10', 'Storage: 8 GB available space']"
SuchArt: Creative Space,"Jan 21, 2021",0,https://store.steampowered.com/app/1469280/SuchArt_Creative_Space/?snr=1_7_7_230_150_1,Very Positive,96,,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",[]
There Is No Game: Jam Edition 2015,"Mar 18, 2020",0,https://store.steampowered.com/app/1241700/There_Is_No_Game_Jam_Edition_2015/?snr=1_7_7_230_150_1,Very Positive,97,,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Free to Play']",[]
第七号列车 - Train No. 7,"Aug 13, 2021",0,https://store.steampowered.com/app/1708870/__Train_No_7/?snr=1_7_7_230_150_1,Overwhelmingly Positive,99,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Indie']","['OS: 任意版本Windows', 'Processor: 电脑能开机就好', 'Memory: 2 MB RAM', 'Graphics: 屏幕能显示就行', 'Storage: 200 MB available space', 'Sound Card: 可以发出声都成']"
Backbone: Prologue,"Apr 24, 2019",0,https://store.steampowered.com/app/992310/Backbone_Prologue/?snr=1_7_7_230_150_1,Overwhelmingly Positive,97,,"['Single-player', 'Full controller support']","['Adventure', 'Free to Play', 'Indie', 'RPG']","['Requires a 64-bit processor and operating system', 'OS: Windows 7', 'Processor: Multi-core 1.8GHz or faster', 'Memory: 4 GB RAM', 'Graphics: Nvidia GTX 760 or equivalent', 'Storage: 1 GB available space', 'Sound Card: Something that can do beep and boop']"
Alpaca Stacka,"Jul 29, 2021",0,https://store.steampowered.com/app/1655140/Alpaca_Stacka/?snr=1_7_7_230_150_1,Overwhelmingly Positive,98,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']",[]
Snake Force,"Nov 18, 2021",0,https://store.steampowered.com/app/1806040/Snake_Force/?snr=1_7_7_230_150_1,Overwhelmingly Positive,98,,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play']",[]
Coloring Game 2,"Jan 10, 2020",0,https://store.steampowered.com/app/1216200/Coloring_Game_2/?snr=1_7_7_230_150_1,Very Positive,95,,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Free to Play', 'Indie']",[]
异化之恶〇Abnormal Treatment,"Aug 2, 2019",0,https://store.steampowered.com/app/1122750/Abnormal_Treatment/?snr=1_7_7_230_150_1,Very Positive,94,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play', 'Indie', 'RPG']","['OS: 任意版本Windows', 'Processor: 电脑能开机就好', 'Memory: 2 GB RAM', 'Graphics: 屏幕能显示就行', 'Storage: 200 MB available space', 'Sound Card: 可以发出声都成']"
Touhou Hero of Ice Fairy: Prologue,"Dec 17, 2021",0,https://store.steampowered.com/app/1715460/Touhou_Hero_of_Ice_Fairy_Prologue/?snr=1_7_7_230_150_1,Very Positive,97,,"['Single-player', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure']",[]
Swallow the Sea,"Sep 3, 2021",0,https://store.steampowered.com/app/1511860/Swallow_the_Sea/?snr=1_7_7_230_150_1,Very Positive,97,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",[]
Micro Platformer,"Apr 21, 2020",0,https://store.steampowered.com/app/1283130/Micro_Platformer/?snr=1_7_7_230_150_1,Very Positive,100,,"['Single-player', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'Indie']","['OS: Windows 7', 'Memory: 256 MB RAM', 'Graphics: Anything with OpenGL 2.1+ support', 'Storage: 50 MB available space', 'Additional Notes: Anti-Ghosting Keyboard may be required for certain keybinds.']"
坦率的小红帽和爱说谎的狼,"Jan 13, 2020",0,https://store.steampowered.com/app/1216080/_/?snr=1_7_7_230_150_1,Overwhelmingly Positive,97,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play']",[]
Lily's Well,"Jan 3, 2022",0,https://store.steampowered.com/app/1834870/Lilys_Well/?snr=1_7_7_230_150_1,Overwhelmingly Positive,99,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play']",[]
MetaWare High School (Demo),"Apr 2, 2020",0,https://store.steampowered.com/app/1194740/MetaWare_High_School_Demo/?snr=1_7_7_230_150_1,Overwhelmingly Positive,97,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Free to Play'],[]
Doki Doki Literature Club!,"Oct 6, 2017",0,https://store.steampowered.com/app/698780/Doki_Doki_Literature_Club/?snr=1_7_7_230_150_1,Very Positive,94,,"['Single-player', 'Remote Play on Phone', 'Remote Play on Tablet']","['Casual', 'Free to Play']",[]
Portal Stories: Mel,"Jun 25, 2015",0,https://store.steampowered.com/app/317400/Portal_Stories_Mel/?snr=1_7_7_230_150_1,Overwhelmingly Positive,96,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']","['Action', 'Adventure']",[]
Portal Reloaded,"Apr 19, 2021",0,https://store.steampowered.com/app/1255980/Portal_Reloaded/?snr=1_7_7_230_150_1,Overwhelmingly Positive,95,,"['Single-player', 'Captions available', 'Partial Controller Support']","['Action', 'Free to Play']",[]
missed messages.,"May 30, 2019",0,https://store.steampowered.com/app/812810/missed_messages/?snr=1_7_7_230_150_1,Very Positive,94,,['Single-player'],"['Casual', 'Free to Play', 'Indie']",[]
NGU IDLE,"Oct 1, 2019",0,https://store.steampowered.com/app/1147690/NGU_IDLE/?snr=1_7_7_230_150_1,Overwhelmingly Positive,96,,"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Remote Play on Tablet']","['Adventure', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows 7, 8, 8.1, 10. XP? Who the heck is still using XP?', ""Processor: If it was made after 2010 you're good."", 'Memory: 2 GB RAM', 'Graphics: Probably everything works, even integrated ( but you might have slideshow FPS)', 'Network: Broadband Internet connection', 'Storage: 150 MB available space', ""Sound Card: lol there's no audio at all"", 'Additional Notes: Hi Dad']"
Dagon: by H. P. Lovecraft,"Sep 24, 2021",0,https://store.steampowered.com/app/1481400/Dagon_by_H_P_Lovecraft/?snr=1_7_7_230_150_1,Very Positive,94,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Adventure', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows 7/8/8.1/10 (x64)', 'Processor: Core i5-2400 or Ryzen 3 1200', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GTX 660 2GB VRAM or equivalent (GTX 970 for VR)', 'DirectX: Version 11', 'Storage: 3 GB available space', 'Sound Card: DirectX compatible']"
OpenTTD,"Apr 1, 2021",0,https://store.steampowered.com/app/1536610/OpenTTD/?snr=1_7_7_230_150_1,Overwhelmingly Positive,95,,"['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Indie']","['OS: Windows 10, 8, 7, Vista (32 Bit and 64 Bit)', 'Processor: Yes', 'Memory: 256 MB RAM']"
Neon Beats,"May 3, 2019",0,https://store.steampowered.com/app/1064610/Neon_Beats/?snr=1_7_7_230_150_1,Very Positive,100,,"['Single-player', 'Steam Achievements', 'Full controller support']",['Free to Play'],[]
Coloring Pixels,"Aug 17, 2018",0,https://store.steampowered.com/app/897330/Coloring_Pixels/?snr=1_7_7_230_150_1,Very Positive,96,,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Free to Play']","['OS: Windows 8.1', 'Processor: Intel i5', 'Memory: 8 GB RAM', 'Graphics: Nvidia GTX960', 'DirectX: Version 12', 'Storage: 500 MB available space', 'Sound Card: Integrated sound']"
枝江往事,"Jun 11, 2021",0,https://store.steampowered.com/app/1641270/_/?snr=1_7_7_230_150_1,Very Positive,100,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Casual'],[]
Meteor 60 Seconds!,"Feb 26, 2018",0,https://store.steampowered.com/app/788770/Meteor_60_Seconds/?snr=1_7_7_230_150_1,Very Positive,100,,['Single-player'],"['Action', 'Casual', 'Free to Play', 'Indie']",[]
Floating Point,"Jun 6, 2014",0,https://store.steampowered.com/app/302380/Floating_Point/?snr=1_7_7_230_150_1,Very Positive,80,,['Single-player'],"['Casual', 'Free to Play']",[]
Cinderella Phenomenon - Otome/Visual Novel,"Apr 5, 2017",0,https://store.steampowered.com/app/568770/Cinderella_Phenomenon__OtomeVisual_Novel/?snr=1_7_7_230_150_1,Very Positive,93,,"['Single-player', 'Steam Achievements']","['Free to Play', 'Indie']",[]
Find Love or Die Trying,"Sep 16, 2021",0,https://store.steampowered.com/app/1714320/Find_Love_or_Die_Trying/?snr=1_7_7_230_150_1,Overwhelmingly Positive,97,,['Single-player'],"['Casual', 'Free to Play', 'Indie']",[]
Vecter,"Oct 14, 2020",0,https://store.steampowered.com/app/1175140/Vecter/?snr=1_7_7_230_150_1,Very Positive,90,,"['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Stats', 'Remote Play Together', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Casual', 'Free to Play', 'Indie']","['OS: Windows 10 - Latest Version', 'Processor: Intel i5 - 2400 or newer', 'Memory: 4 GB RAM', 'Graphics: Nvidia GT 730 or AMD R7 240, Integrated GPUs are not supported', 'Storage: 1 GB available space', 'Sound Card: Yes!', ""Additional Notes: If it can run Crysis it can run this (Yes I'm reviving this expired joke)""]"
RED HOT VENGEANCE,"Jul 11, 2019",0,https://store.steampowered.com/app/1058640/RED_HOT_VENGEANCE/?snr=1_7_7_230_150_1,Very Positive,96,,"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play']",[]
Island Saver,"May 12, 2020",0,https://store.steampowered.com/app/1210250/Island_Saver/?snr=1_7_7_230_150_2,Very Positive,93,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Adventure']",[]
At Home Alone Final,"Dec 31, 2021",0,https://store.steampowered.com/app/1740100/At_Home_Alone_Final/?snr=1_7_7_230_150_2,Very Positive,94,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",[]
Trick & Treat,"Sep 26, 2016",0,https://store.steampowered.com/app/497640/Trick__Treat/?snr=1_7_7_230_150_2,Very Positive,91,,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Casual', 'Free to Play']","['OS: Windows XP/ Vista/7/10', 'Processor: Intel Core 2 1.06Ghz', 'Memory: 1 GB RAM', 'Storage: 200 MB available space']"
The Life and Suffering of Sir Brante — Chapter 1&2,"Dec 1, 2020",0,https://store.steampowered.com/app/1460090/The_Life_and_Suffering_of_Sir_Brante__Chapter_12/?snr=1_7_7_230_150_2,Overwhelmingly Positive,96,,['Single-player'],"['Adventure', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",[]
"one night, hot springs","Aug 30, 2018",0,https://store.steampowered.com/app/917680/one_night_hot_springs/?snr=1_7_7_230_150_2,Very Positive,91,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'Indie', 'Simulation']",[]
Epic Battle Fantasy 3,"Sep 1, 2016",0,https://store.steampowered.com/app/521200/Epic_Battle_Fantasy_3/?snr=1_7_7_230_150_2,Very Positive,100,,"['Single-player', 'Steam Achievements']","['Adventure', 'Free to Play', 'Indie']",[]
"OH MY GOD, LOOK AT THIS KNIGHT","Feb 20, 2018",0,https://store.steampowered.com/app/781440/OH_MY_GOD_LOOK_AT_THIS_KNIGHT/?snr=1_7_7_230_150_2,Very Positive,100,,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure', 'Free to Play']","['OS: Windows 7 and above', 'Processor: Intel Pentium 2.9 Ghz or equivalent', 'Memory: 512 MB RAM', 'Graphics: 512 Mb DirectX 9 compatible video card with shader model 3.0 support', 'DirectX: Version 9.0c', 'Storage: 200 MB available space', 'Additional Notes: Mouse + Keyboard']"
There is No GreenDam,"Nov 11, 2019",0,https://store.steampowered.com/app/1109460/There_is_No_GreenDam/?snr=1_7_7_230_150_2,Very Positive,100,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie', 'Racing']",[]
Touhou Fantasia / 东方梦想曲,"Jul 19, 2019",0,https://store.steampowered.com/app/1010890/Touhou_Fantasia/?snr=1_7_7_230_150_2,Overwhelmingly Positive,96,,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play']",[]
Coloring Game 3,"Apr 17, 2020",0,https://store.steampowered.com/app/1275640/Coloring_Game_3/?snr=1_7_7_230_150_2,Very Positive,100,,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Free to Play', 'Indie']",[]
Mushroom Cats,"Jun 10, 2019",0,https://store.steampowered.com/app/1071120/Mushroom_Cats/?snr=1_7_7_230_150_2,Overwhelmingly Positive,96,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']",[]
Children of Silentown: Prologue,"Nov 25, 2020",0,https://store.steampowered.com/app/1451740/Children_of_Silentown_Prologue/?snr=1_7_7_230_150_2,Very Positive,90,,['Single-player'],"['Adventure', 'Free to Play', 'Indie', 'Elf Games']","['Requires a 64-bit processor and operating system', 'OS: Microsoft® Windows® 7/8/10', 'Processor: SSE2 instruction set support', 'Memory: 2 GB RAM', 'Graphics: Any Graphics card with DX10 (shader model 4.0)', 'DirectX: Version 10', 'Storage: 1 GB available space']"
Eronoctosis: Put Yourself Together,"Oct 10, 2021",0,https://store.steampowered.com/app/1683860/Eronoctosis_Put_Yourself_Together/?snr=1_7_7_230_150_2,Very Positive,97,,"['Online Co-op', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: AMD A8-7600 (3.1 Ghz) OR Intel Core i3 4170 (3.7 Ghz)', 'Graphics: Nvidia GPU GeForce GTX 650 / AMD GPU Radeon HD 6850 / Intel Iris Pro 5200', 'Storage: 150 MB available space']"
NOeSIS01_诉说谎言记忆物语,"Mar 19, 2020",0,https://store.steampowered.com/app/1246020/NOeSIS01/?snr=1_7_7_230_150_2,Very Positive,100,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Indie', 'RPG', 'Classic Chocolat']","['OS: Windows 95', ""Processor: it's up to you"", 'Memory: 100以上 MB RAM', ""Graphics: it's up to you"", 'DirectX: Version 5.2', 'Storage: 500以上 MB available space', ""Sound Card: it's up to you"", 'Additional Notes: ']"
Urbek City Builder: Prologue,"Mar 10, 2022",0,https://store.steampowered.com/app/1785820/Urbek_City_Builder_Prologue/?snr=1_7_7_230_150_2,Overwhelmingly Positive,96,,"['Single-player', 'Steam is learning about this game\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'Simulation', 'Strategy']","['OS: Windows 7 64 Bit / Windows 8 64 Bit / Windows 10 64 Bit', 'Processor: Intel Core i5-2500k or equivalent', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce GTX 770 2GB or equivalent', 'DirectX: Version 11', 'Storage: 500 MB available space']"
One Dreamer: Prologue,"May 7, 2020",0,https://store.steampowered.com/app/1274140/One_Dreamer_Prologue/?snr=1_7_7_230_150_2,Very Positive,80,,"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Free to Play'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7', 'Processor: 2.0 GHz+, 64-bit', 'Memory: 1 GB RAM', 'Graphics: Direct X 11+/OpenGL 3.3+, OpenCL 1.0+', 'Storage: 200 MB available space']"
Shotgun Witch,"Oct 24, 2020",0,https://store.steampowered.com/app/1435310/Shotgun_Witch/?snr=1_7_7_230_150_2,Very Positive,100,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Free to Play', 'Indie', 'Asephy']","['Requires a 64-bit processor and operating system', 'OS: Windows XP, Vista, 7, or later. A DirectX 9 (or later)', 'Memory: 32 MB RAM', 'Graphics: A DirectX 9 (or later) compatible graphics card', 'DirectX: Version 9.0', 'Storage: 32 MB available space', 'Sound Card: DirectX 9 compatible sound card, or integrated sound chip']"
Ultra Fight Da ! Kyanta 2,"May 8, 2019",0,https://store.steampowered.com/app/1026840/Ultra_Fight_Da__Kyanta_2/?snr=1_7_7_230_150_2,Overwhelmingly Positive,96,,"['Single-player', 'Partial Controller Support', 'Remote Play Together', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play']","['OS: windows10,8,7', 'Processor: CPU 2.5GHz', 'Memory: 400 MB RAM', 'Graphics: 1280 x 720', 'DirectX: Version 9.0', 'Storage: 200 MB available space']"
Banyu Lintar Angin - Little Storm -,"Jan 11, 2018",0,https://store.steampowered.com/app/744800/Banyu_Lintar_Angin__Little_Storm/?snr=1_7_7_230_150_2,Very Positive,100,,['Single-player'],"['Casual', 'Free to Play', 'Indie', 'Mojiken']",[]
Rain's love memory-雨的恋记,"Apr 19, 2019",0,https://store.steampowered.com/app/1058000/Rains_love_memory/?snr=1_7_7_230_150_2,Overwhelmingly Positive,96,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",[],[]
