title,release_date,price,link,average_review,num_positive_reviews,num_reviews,tags,genres,minrequirements
Regeria Hope Episode 1,"Jul 25, 2016",0,https://store.steampowered.com/app/447570/Regeria_Hope_Episode_1/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Steam Achievements']","['Adventure', 'Free to Play']","['OS: Windows 7', 'Processor: 2.5 Ghz', 'Memory: 512 MB RAM', 'Graphics: DirectX or OpenGL compatible card', 'Storage: 160 MB available space']"
幽灵高校(Ghost College),"May 28, 2021",0,https://store.steampowered.com/app/1274360/Ghost_College/?snr=1_7_7_230_150_21,Mixed,68,,"['Single-player', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play', 'Indie']","['OS: WIndows 7 32', 'Processor: Intel Core i3', 'Memory: 4096 MB RAM', 'Graphics: Integrated graphics', 'DirectX: Version 11', 'Storage: 1000 MB available space']"
幸运麻将,"Apr 1, 2022",0,https://store.steampowered.com/app/1812780/_/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'MMO', 'Online PvP', 'Online Co-op', 'In-App Purchases', 'Steam is learning about this game\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy']","['OS: win7/10', 'Processor: 1Ghz', 'Memory: 1 GB RAM', 'Graphics: integrated', 'Network: Broadband Internet connection', 'Storage: 500 MB available space', 'Sound Card: soundblaster']"
Nonogram - Master's Legacy,"Nov 8, 2018",0,https://store.steampowered.com/app/742500/Nonogram__Masters_Legacy/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Indie', 'Strategy']",[]
Comedy Quest,"Sep 2, 2015",0,https://store.steampowered.com/app/399520/Comedy_Quest/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Partial Controller Support']","['Adventure', 'Casual', 'Free to Play']","['OS: XP', 'Memory: 256 MB RAM', 'DirectX: Version 9.0', 'Storage: 253 MB available space', 'Sound Card: Yes']"
Guns'n'Stories: Preface VR,"Oct 26, 2017",0,https://store.steampowered.com/app/716260/GunsnStories_Preface_VR/?snr=1_7_7_230_150_21,Very Positive,83,,['Single-player'],"['Action', 'Adventure', 'Free to Play']",[]
Tap Wizard 2,"Dec 20, 2021",0,https://store.steampowered.com/app/1836550/Tap_Wizard_2/?snr=1_7_7_230_150_21,Very Positive,82,,"['Single-player', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play', 'Indie', 'RPG', 'Simulation']",[]
Phobies,"Mar 7, 2022",0,https://store.steampowered.com/app/1254130/Phobies/?snr=1_7_7_230_150_21,Very Positive,82,,"['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Steam Turn Notifications', 'Steam is learning about this game\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 or greater.', 'Processor: 2 GHz Duel Core', 'Memory: 1 GB RAM', 'Graphics: DirectX 11 Compatible Graphics Chipset', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 500 MB available space']"
Trikaya,"Jan 18, 2021",0,https://store.steampowered.com/app/1410870/Trikaya/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-bit', 'Processor: Intel i5-6600K, AMD 2600X or better', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 770; AMD Radeon 6950 HD; 4GB VRAM or better', 'Storage: 760 MB available space', 'Additional Notes: Minimum average sustained frame rate of 30fps or better achieved on hardware combinations in this min-spec range.  Your experience may vary based on a variety of factors.']"
Meridian 59,"Aug 28, 2018",0,https://store.steampowered.com/app/893390/Meridian_59/?snr=1_7_7_230_150_21,Very Positive,83,,"['MMO', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Archetype Interactive']",[]
Crowalt: Traces of the Lost Colony - Prologue,"Aug 13, 2021",0,https://store.steampowered.com/app/1567260/Crowalt_Traces_of_the_Lost_Colony__Prologue/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play', 'Indie']",[]
Stream Racer,"Jun 19, 2020",0,https://store.steampowered.com/app/1333410/Stream_Racer/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Online PvP', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Massively Multiplayer', 'Racing', 'Simulation']","['OS: Windows 64-bit: 7/8/10', 'Processor: Intel i3 2.4 GHz (or AMD equivalent)', 'Memory: 4 GB RAM', 'Graphics: Intel HD 5000', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 1 GB available space']"
Capcom Arcade Stadium,"May 24, 2021",0,https://store.steampowered.com/app/1515950/Capcom_Arcade_Stadium/?snr=1_7_7_230_150_21,Mixed,47,,"['Single-player', 'Shared/Split Screen Co-op', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play Together']",['Action'],"['Requires a 64-bit processor and operating system', 'OS: WINDOWS® 10 (64-BIT Required)', 'Processor: Intel® Core™ i5-4460 or AMD FX™-6300 or better', 'Memory: 4 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 760 or AMD Radeon™ R7 260x with 2GB Video RAM', 'DirectX: Version 11', 'Storage: 4 GB available space', 'Additional Notes: Hardware specification target 720P/60FPS. *Xinput support Controllers recommended']"
愚者地牢-UP主的消失,"Jun 18, 2019",0,https://store.steampowered.com/app/1099110/UP/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Memory: 2 GB RAM', 'DirectX: Version 10', 'Network: Broadband Internet connection', 'Storage: 1 GB available space']"
Angry Angry Shark,"Jan 1, 2022",0,https://store.steampowered.com/app/1546930/Angry_Angry_Shark/?snr=1_7_7_230_150_21,Very Positive,90,,"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Microsoft Windows 10', 'Processor: Intel(R) Core(TM) i5-3330 CPU @ 3.00GHz, 3001 Mhz, 4 Core(s), 4 Logical Processor(s)', 'Memory: 32 MB RAM', 'Graphics: Intel(R) HD Graphics', 'Storage: 1792 MB available space', 'Sound Card: Intel(R) Display Audio', ""Additional Notes: Run well on pretty mush any old or new pc's""]"
Ortus Regni,"Jun 21, 2016",0,https://store.steampowered.com/app/472060/Ortus_Regni/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements']","['Free to Play', 'Indie']",[]
Insanity VR: Last Score,"Aug 15, 2017",0,https://store.steampowered.com/app/686340/Insanity_VR_Last_Score/?snr=1_7_7_230_150_21,Very Positive,83,,['Single-player'],"['Adventure', 'Free to Play']","['OS: Windows 7', 'Processor: Intel i5-4590 equivalent', 'Memory: 8 GB RAM', 'Graphics: GTX 970 equivalent', 'DirectX: Version 11', 'Storage: 1 GB available space']"
Relik,"Oct 18, 2017",0,https://store.steampowered.com/app/679400/Relik/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases']","['Free to Play', 'Indie', 'Strategy']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 (64-Bit)', 'Processor: Intel Pentium Quad Core 2.4ghz', 'Memory: 8 GB RAM', 'Graphics: DirectX 10 class GPU with 256MB VRAM', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 200 MB available space']"
BDSM: Big Drunk Satanic Massacre Demo,"Mar 23, 2020",0,https://store.steampowered.com/app/1209860/BDSM_Big_Drunk_Satanic_Massacre_Demo/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play']","['OS: 64 Bit Windows 7, 8 or 10', 'Processor: 2.6 GHz Intel® Core™ i5-750 or 3.2 GHz AMD Phenom™ II X4 955', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce GTX 460 or AMD Radeon HD5850', 'DirectX: Version 9.0', 'Storage: 6 GB available space', 'Sound Card: DirectX Compatible soundcard']"
Shrouded in Sanity: Freebirth,"Mar 23, 2018",0,https://store.steampowered.com/app/820400/Shrouded_in_Sanity_Freebirth/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Free to Play']",[]
Fallstreak,"Oct 19, 2018",0,https://store.steampowered.com/app/935920/Fallstreak/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']",[]
Spacelines from the Far Out: Flight School,"Feb 7, 2022",0,https://store.steampowered.com/app/1588400/Spacelines_from_the_Far_Out_Flight_School/?snr=1_7_7_230_150_21,Mostly Positive,72,,"['Single-player', 'Online Co-op', 'Shared/Split Screen Co-op', 'Full controller support', 'Remote Play Together', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']","['OS: Windows 7 SP1, Windows 8.1 or Windows 10', 'Processor: Intel® i3-3220, AMD FX 6300 equivalent or better', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce® GTX 650 equivalent or better', 'Network: Broadband Internet connection', 'Storage: 10 GB available space']"
Nyanco Project,"Aug 1, 2019",0,https://store.steampowered.com/app/1122290/Nyanco_Project/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']","['OS: Windows® 7/8/8.1/10', 'Processor: Intel Core2 Duo or better', 'Memory: 2 GB RAM', 'Graphics: DirectX 9/OpenGL 4.1 capable GPU', 'Storage: 400 MB available space']"
Tetris for Two,"Jan 25, 2022",0,https://store.steampowered.com/app/1862940/Tetris_for_Two/?snr=1_7_7_230_150_21,Very Positive,95,,"['Single-player', 'Shared/Split Screen Co-op', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Casual'],"['Requires a 64-bit processor and operating system', 'Storage: 50 MB available space']"
School For The Friendless,"Oct 20, 2021",0,https://store.steampowered.com/app/1607980/School_For_The_Friendless/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play']","['OS: Windows 7', 'Processor: 1.8GHz Dual-Core CPU', 'Memory: 4 GB RAM', 'Graphics: Integrated graphics', 'Storage: 401 MB available space']"
Markus Ritter - The Lost Family,"Aug 20, 2021",0,https://store.steampowered.com/app/1644310/Markus_Ritter__The_Lost_Family/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']","['OS: Windows 7', 'Processor: Dual Core', 'Memory: 1 GB RAM', 'Graphics: GeForce GT 220', 'Storage: 10 GB available space']"
Zombie Survival online,"Apr 29, 2021",0,https://store.steampowered.com/app/1605960/Zombie_Survival_online/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Online PvP', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Indie']","['OS: Window 7/8/10', 'Processor: i3', 'Memory: 1 GB RAM', 'Graphics: NVidea GT1030', 'Storage: 200 MB available space', 'Sound Card: Realtek', 'Additional Notes: ']"
Remnants,"Nov 3, 2020",0,https://store.steampowered.com/app/1121680/Remnants/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play', 'Indie', 'Kevin Hinker', 'Julia Daxenbichler', 'Simon Steiner']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 or later', 'Processor: Intel i3 3 GHz', 'Memory: 4 GB RAM', 'Graphics: Geforce GTX 970', 'DirectX: Version 11', 'Storage: 7 GB available space']"
Stargunner,"May 5, 2014",0,https://store.steampowered.com/app/358390/Stargunner/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Partial Controller Support']",['Action'],[]
Phi,"Dec 16, 2020",0,https://store.steampowered.com/app/1483980/Phi/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Full controller support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel Core i5-8400', 'Memory: 2 GB RAM', 'Graphics: Nvidia GTX 760', 'Storage: 12 MB available space']"
Google Spotlight Stories: Son of Jaguar,"Oct 30, 2017",0,https://store.steampowered.com/app/714580/Google_Spotlight_Stories_Son_of_Jaguar/?snr=1_7_7_230_150_21,Very Positive,83,,['Single-player'],['Adventure'],"['OS: Windows 7 SP1, Windows 8.1 or later, Windows 10', 'Processor: Intel i5-4590, AMD FX 8350 equivalent or better', 'Memory: 4 GB RAM', 'Graphics: Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better', 'Storage: 8 GB available space', 'Sound Card: Any', 'Additional Notes: Make sure internal GPU is not used on laptops. Some drivers automatically use internal GPU for OpenGL applications.']"
Emergence,"Aug 7, 2020",0,https://store.steampowered.com/app/1337820/Emergence/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel i5-4590/AMD Ryzen 5 1500X', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 1060 / AMD Radeon RX 470 or greater', 'DirectX: Version 11', 'Storage: 240 MB available space']"
Astria,"Nov 15, 2020",0,https://store.steampowered.com/app/1424520/Astria/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 - 64 Bit', 'Processor: Intel Core i3-6100 @ 3.7GHz or AMD Athlon X4 880K @4GHz', 'Memory: 8 GB RAM', 'DirectX: Version 12', 'Storage: 5 GB available space']"
PROJECT: RUN,"Dec 31, 2019",0,https://store.steampowered.com/app/1167570/PROJECT_RUN/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Casual', 'Free to Play']",[]
The Witch in the Forest,"Oct 1, 2020",0,https://store.steampowered.com/app/1419740/The_Witch_in_the_Forest/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Steam Achievements', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Indie']",[]
MONITOR: The Game,"Sep 15, 2017",0,https://store.steampowered.com/app/672650/MONITOR_The_Game/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Steam Achievements', 'Commentary available']",[],"['Requires a 64-bit processor and operating system', 'OS: Windows 7 and above 64bit', 'Processor: i5 4690k or above', 'Memory: 4 GB RAM', 'Graphics: radeon r290', 'Storage: 4 GB available space', 'Additional Notes: If you have a somewhat older pc, lower the quality of the game for the subs to work.']"
汉室雄风,"Nov 24, 2021",0,https://store.steampowered.com/app/1665880/_/?snr=1_7_7_230_150_21,Very Positive,83,,"['MMO', 'Online PvP', 'Online Co-op', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",['Free to Play'],"['OS: Windows 7, Windows 8, Windows 10', 'Processor: Intel Core-i3 or faster processor', 'Memory: 4 GB RAM', 'Network: Broadband Internet connection', 'Storage: 1 GB available space']"
2ECONDS TO STΔRLIVHT: Forever My Diamond,"Sep 2, 2020",0,https://store.steampowered.com/app/1329110/2ECONDS_TO_STRLIVHT_Forever_My_Diamond/?snr=1_7_7_230_150_21,Very Positive,83,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Indie', 'SKY HOUR WORKS']","['Requires a 64-bit processor and operating system', 'OS: 10 / 8 / 7 / Vista / XP', 'Processor: 1.4 GHz', 'Memory: 1 GB RAM', 'Graphics: 2 GB', 'DirectX: Version 9.0', 'Storage: 100 MB available space']"
Locomancer,"Feb 28, 2017",0,https://store.steampowered.com/app/490250/Locomancer/?snr=1_7_7_230_150_22,Very Positive,83,,"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']","['Casual', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 SP1, Windows 8.1 or Windows 10', 'Processor: Intel® i5-4590, AMD FX 8350 equivalent or better', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better, Video Output: HDMI 1.4, DisplayPort 1.2 or newer', 'DirectX: Version 11', 'Storage: 500 MB available space']"
Teleporter: World of Gamers (Alpha),May 2020,0,https://store.steampowered.com/app/1232510/Teleporter_World_of_Gamers_Alpha/?snr=1_7_7_230_150_22,Very Positive,83,,"['Single-player', 'MMO', 'Online PvP', 'Online Co-op', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation']",[]
Dota Underlords,"Jun 20, 2019",0,https://store.steampowered.com/app/1046930/Dota_Underlords/?snr=1_7_7_230_150_22,Mostly Positive,75,,"['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']","['Casual', 'Free to Play', 'Strategy']","['Requires a 64-bit processor and operating system', 'OS: 64-bit Windows 7 / 8 / 10', 'Processor: Intel i5, 2.4 Ghz or better', 'Memory: 4 GB RAM', 'Graphics: Integrated HD Graphics 520 w/128 MB or better', 'Network: Broadband Internet connection', 'Storage: 7 GB available space', 'Sound Card: DirectX Compatible Sound Card']"
KARDS - The WWII Card Game,"Apr 15, 2020",0,https://store.steampowered.com/app/544810/KARDS__The_WWII_Card_Game/?snr=1_7_7_230_150_22,Mixed,61,,"['Single-player', 'Online PvP', 'In-App Purchases', 'Remote Play on Tablet']","['Casual', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 SP 1', 'DirectX: Version 11', 'Storage: 5 GB available space', 'Additional Notes: Not recommended for Intel integrated graphics']"
BRAIN / OUT,"Feb 24, 2017",0,https://store.steampowered.com/app/578310/BRAIN__OUT/?snr=1_7_7_230_150_22,Mixed,65,,"['Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Includes level editor']","['Action', 'Free to Play', 'Indie']","['OS: Windows Xp, Vista, 7, 8/8.1, 10', 'Processor: 2.0 Ghz', 'Memory: 512 MB RAM', 'Graphics: 128mb Video Memory, capable of Shader Model 2.0+', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 250 MB available space']"
SUCCUBUS: Prologue,"Jul 24, 2020",0,https://store.steampowered.com/app/1344350/SUCCUBUS_Prologue/?snr=1_7_7_230_150_22,Mostly Positive,78,,"['Single-player', 'Partial Controller Support', 'Steam Cloud']","['Action', 'Adventure', 'Free to Play', 'Indie', 'Madmind Studio']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 / 8 / 10', 'Processor: Intel Core i3 3.2 GHz, AMD Phenom II X4 955 - 4 Core, 3.2 GHz', 'Memory: 8 GB RAM', 'Graphics: Radeon R9 280 or Nvidia GeForce GTX 660', 'DirectX: Version 11', 'Storage: 20 GB available space', 'Sound Card: DirectX compatible']"
Thinking with Time Machine,"Apr 18, 2014",0,https://store.steampowered.com/app/286080/Thinking_with_Time_Machine/?snr=1_7_7_230_150_22,Mixed,60,,"['Single-player', 'Full controller support', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Includes Source SDK']","['Action', 'Adventure', 'Free to Play']",[]
Sector's Edge,"Oct 30, 2020",0,https://store.steampowered.com/app/1024890/Sectors_Edge/?snr=1_7_7_230_150_22,Very Positive,90,,"['Online PvP', 'Steam Achievements', 'In-App Purchases', 'Stats', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play', 'Indie', 'Strategy', 'Early Access']","['OS: Windows 7 or Higher', 'Memory: 2 GB RAM', 'Graphics: Nvidia Quadro FX 1700', 'Network: Broadband Internet connection', 'Storage: 1 GB available space', 'Additional Notes: Running with less than 2GB of GPU RAM will enable a compatibility mode that allows the game to run at higher frame rates on older computers.']"
Maelstrom,"Sep 20, 2019",0,https://store.steampowered.com/app/764050/Maelstrom/?snr=1_7_7_230_150_22,Very Positive,82,,"['Single-player', 'Online PvP', 'Online Co-op', 'Partial Controller Support', 'Steam Cloud']","['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 64-bit or later', 'Processor: Quad-core Intel or AMD processor, 2.5 GHz or faster', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher', 'Network: Broadband Internet connection', 'Storage: 7 GB available space']"
Gridiron,"Jul 23, 2020",0,https://store.steampowered.com/app/708720/Gridiron/?snr=1_7_7_230_150_22,Mixed,60,,"['Online PvP', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play', 'Sports']","['Requires a 64-bit processor and operating system', 'OS: Windows 7', 'Processor: 2.5 GHz Dual-core', 'Memory: 2 GB RAM', 'Graphics: NVIDIA GeForce 760 or equivalent', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 10 GB available space']"
SlipSlop: World's Hardest Platformer Game,"Jun 28, 2019",0,https://store.steampowered.com/app/1093720/SlipSlop_Worlds_Hardest_Platformer_Game/?snr=1_7_7_230_150_22,Very Positive,82,,"['Single-player', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play', 'Indie', 'Strategy']",[]
Rise of Legions,"Aug 30, 2019",0,https://store.steampowered.com/app/748940/Rise_of_Legions/?snr=1_7_7_230_150_22,Very Positive,82,,"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Indie']","['OS: Windows 7', 'Memory: 4 GB RAM', 'Graphics: Any with at least 1GB VRAM', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 2 GB available space']"
Ultimate Tic-Tac-Toe,"Apr 28, 2015",0,https://store.steampowered.com/app/360870/Ultimate_TicTacToe/?snr=1_7_7_230_150_22,Very Positive,82,,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play Together']",['Casual'],[]
Soviet Jump Game,"Jul 16, 2020",0,https://store.steampowered.com/app/1072710/Soviet_Jump_Game/?snr=1_7_7_230_150_22,Very Positive,82,,"['Online PvP', 'Full controller support', 'In-App Purchases']","['Action', 'Casual', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows 7', 'Processor: Intel Quad Core 2.4GHz', 'Memory: 2 GB RAM', 'Graphics: Intel HD Graphics', 'DirectX: Version 10', 'Network: Broadband Internet connection', 'Storage: 518 MB available space', 'Sound Card: N/A']"
Prismata,"Mar 8, 2018",0,https://store.steampowered.com/app/490220/Prismata/?snr=1_7_7_230_150_22,Very Positive,82,,"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","['Free to Play', 'Indie', 'Simulation', 'Strategy']",[]
Poker Championship,"Sep 25, 2019",0,https://store.steampowered.com/app/1138190/Poker_Championship/?snr=1_7_7_230_150_22,Mostly Positive,78,,"['Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'Indie', 'Massively Multiplayer']",[]
Apotheon Arena,"Dec 8, 2015",0,https://store.steampowered.com/app/417890/Apotheon_Arena/?snr=1_7_7_230_150_22,Very Positive,82,,"['Single-player', 'Full controller support', 'Remote Play Together']","['Action', 'Free to Play']",[]
Valgrave: Immortal Plains,"Feb 7, 2020",0,https://store.steampowered.com/app/1076500/Valgrave_Immortal_Plains/?snr=1_7_7_230_150_22,Very Positive,82,,"['Online PvP', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",[]
Crystal Clash,"Jan 14, 2022",0,https://store.steampowered.com/app/1839660/Crystal_Clash/?snr=1_7_7_230_150_22,Mostly Positive,73,,"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Casual', 'Free to Play']",[]
Tap Ninja - Idle game,"Mar 17, 2022",0,https://store.steampowered.com/app/1891700/Tap_Ninja__Idle_game/?snr=1_7_7_230_150_22,Very Positive,85,,"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Steam is learning about this game\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Casual', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows Vista, 7, 8, or 10', 'Processor: Intel Dual-Core Duo 2.6GHz or faster processor', 'Memory: 512 MB RAM', 'Graphics: Integrated', 'DirectX: Version 9.0', 'Storage: 100 MB available space']"
